,avg_fit_time,avg_score_time,avg_test_score,avg_train_score,colsample_bytree,gamma,learning_rate,reg_lambda
11,409.67545437812805,0.6962733268737793,-0.37949398950846003,-0.2616491634094892,0.6293899908000085,1.987566853061946,0.12537271935967498,0.5200680211778108
25,339.21673822402954,0.6221656799316406,-0.3800360067841969,-0.2615833330569483,0.5157145928433671,1.909231233791341,0.12642803644945436,0.5085706911647028
26,597.517459154129,0.7187836170196533,-0.380592298549322,-0.21363688712612794,0.9537832369630466,0.7478766874466248,0.16474278629121628,0.7555511385430487
34,583.6423079967499,0.8045787811279297,-0.38077187949628155,-0.26541215536298396,0.7593953108716831,2.1090568766855338,0.1460882113493383,0.9717820827209607
5,591.3318934440613,2.0503857135772705,-0.38100944821108124,-0.18777469740882047,0.8059264473611898,0.4184815819561255,0.11756571476555205,0.3663618432936917
39,580.6228585243225,0.9246933460235596,-0.3811911332684559,-0.27470498875086163,0.8360677737029393,2.284858845986153,0.09581738005296747,0.7282163486118596
32,335.8222210407257,0.6494922637939453,-0.3816193969116103,-0.24545889163131152,0.5034760652655954,1.5322419077326972,0.16754699025636283,0.22210781047073025
27,418.0890064239502,1.1712968349456787,-0.3822257877486902,-0.15589764699300324,0.6143990827458112,0.23093972948637898,0.11661082971259346,0.16122128725400442
4,434.4898912906647,0.5615270137786865,-0.3826046995654798,-0.24572975723865614,0.6521211214797689,1.5742692948967134,0.1733460624382042,0.2912291401980419
6,500.0443227291107,0.623854398727417,-0.3833421486713764,-0.28034656597426516,0.728034992108518,2.3555278841790406,0.08066983908118554,0.5142344384136116
30,581.0212755203247,0.507530927658081,-0.3836090038258537,-0.2668576598791521,0.9037200775820313,2.6882738997704796,0.1278833865137737,0.11005192452767676
20,664.3539984226227,0.9812450408935547,-0.3838022190909987,-0.25052059578545655,0.9315517129377968,1.8698943804826738,0.13302831191620704,0.06355835028602363
13,613.9115562438965,0.5350773334503174,-0.38409189108354697,-0.2686784679713341,0.9697494707820946,2.6844820512829464,0.239562091545623,0.9218742350231168
28,583.164838552475,0.4758608341217041,-0.38472034018724954,-0.2638353033590526,0.9648488261712865,2.424361138693251,0.25372809884765896,0.8714605901877177
35,636.8421258926392,0.8982064723968506,-0.38487070395531775,-0.20711905444491668,0.9812236474710556,0.7553468874760925,0.1994021538510618,0.30087830981676966
18,321.7121744155884,0.4699065685272217,-0.385480166751739,-0.26597429279215146,0.5027610585618012,2.4463842853645024,0.28303608019519927,0.7290071680409873
19,587.1310675144196,1.134500503540039,-0.38596221494548055,-0.1428090520998401,0.8856351733429728,0.22213395520227108,0.14402782568916478,0.11586905952512971
3,650.2264153957367,1.316131591796875,-0.38667846073935913,-0.22770500563560195,0.9162213204002109,0.6370173320348285,0.07354816191563315,0.18340450985343382
0,483.9794719219208,6.253857612609863,-0.38752669548567087,-0.26902332952478497,0.6872700594236812,2.8521429192297485,0.29306558278275063,0.5986584841970366
21,415.8809597492218,0.6988058090209961,-0.3878548400305105,-0.2240706342392343,0.6554911608578311,0.9755499660802411,0.29211286515688756,0.6375574713552131
31,396.89117074012756,0.5119457244873047,-0.3889276727538836,-0.23841896680414762,0.6139675812709708,1.281323365878769,0.3273878916030748,0.8607305832563434
23,536.7101385593414,0.48346567153930664,-0.3892504998483324,-0.2463153826967949,0.8803925243084487,1.6838315927084886,0.30861590480186984,0.49379559636439074
17,343.16359972953796,0.42985057830810547,-0.3903674276310168,-0.2682680929579279,0.5372753218398854,2.960660809801552,0.30912566294936633,0.1987156815341724
36,409.36331367492676,1.050783634185791,-0.3910746938946341,-0.12079491779456439,0.6424202471887338,0.11066084206359839,0.24421616925797884,0.5026790232288615
8,337.5742151737213,0.4289069175720215,-0.3914109715704434,-0.27178275823667525,0.5325257964926398,2.84665661176,0.3862871811967492,0.8083973481164611
9,414.9691059589386,0.7795417308807373,-0.39203411031875285,-0.15728440758444695,0.6523068845866853,0.2930163420191516,0.27400897757835063,0.4401524937396013
15,432.2259774208069,0.5771629810333252,-0.3939526392247798,-0.21133697385063852,0.6943386448447411,0.8140470953216877,0.3316662661516198,0.3567533266935893
7,521.6053211688995,0.9503076076507568,-0.3945797092584796,-0.1202140353822104,0.7962072844310213,0.13935123815999317,0.24341039590867392,0.17052412368729153
29,549.1887104511261,0.6144957542419434,-0.3969205628841737,-0.19095138568617112,0.9018360384495572,0.5597101766581075,0.35713104039750115,0.5393422419156507
33,419.8616886138916,0.7094519138336182,-0.3975680836556892,-0.22382325772194286,0.5599326836668415,1.0128455142108839,0.37722097186109516,0.32320293202075523
38,358.0864055156708,0.46938514709472656,-0.397937628882707,-0.2411783191582815,0.5724474360456115,1.468358280832689,0.39427453119012973,0.2420552715115004
37,342.2959990501404,0.5426361560821533,-0.3980731693992203,-0.21332919922196147,0.5257393756249946,0.8359393927098343,0.3633980885006948,0.23956189066697242
12,468.8660817146301,0.6004865169525146,-0.3997235452275261,-0.19101875963465997,0.7733551396716398,0.5545633665765811,0.3878642664780589,0.7751328233611146
16,408.2903046607971,0.6897447109222412,-0.4221061089045218,-0.3401927562745779,0.6404672548436904,1.6280882494747453,0.0572287657649303,0.8021969807540397
22,576.8061213493347,0.7120027542114258,-0.4901872044394934,-0.4220323849950606,0.9436063712881633,1.4166447754858478,0.048718104129382385,0.713244787222995
1,371.8100302219391,0.6087102890014648,-1.4425471298259316,-1.4312628120629958,0.5780093202212182,0.46798356100860794,0.024175361255111587,0.8661761457749352
14,334.78138279914856,0.5482540130615234,-1.9385871838731201,-1.928547539808116,0.5442462510259598,0.5879485872574356,0.01904568827530469,0.32533033076326434
10,317.1717596054077,0.4086928367614746,-2.502310408439612,-2.498041675097367,0.5610191174223894,1.4855307303338106,0.014721019924972139,0.9093204020787821
24,461.537202835083,0.8234052658081055,-3.0936245392767505,-3.0875960829934748,0.7613664146909971,1.282623055075649,0.01114223157089398,0.10789142699330445
2,480.923335313797,0.38259172439575195,-3.4726707183250247,-3.4701241846587743,0.8005575058716043,2.1242177333881367,0.009213213224025178,0.9699098521619943
